bovine_gene	bovine_id	human_gene_id	human_transcript_id	mouse_return_gene	human_half_life	mouse_half_life	human_te	mouse_te	human_RBH	mouse_RBH	confidence_tier
PTBP1	Q8WN55	ENSG00000011304	ENST00000356948	ENSMUSG00000006498	1.99197129742913	2.10527323448391	1.36398861070513	1.44396835517591	TRUE	TRUE	1
DPF1	A0AAF6DLU6	ENSG00000011332	ENST00000355526	ENSMUSG00000030584	-1.78405090022023	0.162690138108201	-0.317641338578947	-0.00980372889126684	TRUE	TRUE	1
LARS2	E1B768	ENSG00000011376	ENST00000645846	ENSMUSG00000035202	1.2084050987186301	3.56926306377048	0.0928118699594595	0.135137841638156	TRUE	TRUE	1
ANLN	A0AAA9S9M8	ENSG00000011426	ENST00000265748	ENSMUSG00000036777	-0.314505056962463	0.0601635108338136	0.342047376097222	0.676610279485967	TRUE	TRUE	1
RABGAP1	F1N746	ENSG00000011454	ENST00000373647	ENSMUSG00000035437	-1.37709685545414	-3.22366810648631	0.240160602513513	0.439526203861828	TRUE	TRUE	1
QPCTL	A0AAA9S7Q3	ENSG00000011478	ENST00000012049	ENSMUSG00000030407	4.24876128598905	3.28481097729334	0.260305344608108	0.477993743857153	TRUE	TRUE	1
CEP68	A0A3Q1LS71	ENSG00000011523	ENST00000377990	ENSMUSG00000044066	-3.97654299187382	-3.7536429078168	-0.165251978026667	-0.109282468534425	TRUE	TRUE	1
MAP4K3	E1BJH5	ENSG00000011566	ENST00000263881	ENSMUSG00000024242	-4.17902220694431	-4.65255542200847	-0.13743658090411	-0.329727110007403	TRUE	TRUE	1
LDAF1	A0AAA9U255	ENSG00000011638	ENST00000233047	ENSMUSG00000030917	1.57520343952362	1.12594396408882	0.256801203	-0.103552527225973	TRUE	TRUE	1
BRCA1	Q864U1	ENSG00000012048	ENST00000357654	ENSMUSG00000017146	0.540119955056051	-3.29693257533609	-0.489636082338235	-0.00669731865939313	TRUE	TRUE	1
SEMA3B	E1B9T2	ENSG00000012171	ENST00000616701	ENSMUSG00000057969	8.77989450761869	2.82102241901081	-0.19532954444	-0.080187287029587	TRUE	TRUE	1
EXTL3	A2VE26	ENSG00000012232	ENST00000220562	ENSMUSG00000021978	-2.56838093842451	-2.07011482876449	-0.958889149661972	-0.873163440379885	TRUE	TRUE	1
ELOVL5	A0AAA9S4A6	ENSG00000012660	ENST00000304434	ENSMUSG00000032349	2.09310462197111	1.44984268322372	1.30414552997436	1.26547229673468	TRUE	TRUE	1
CALCOCO1	A0AAA9SJH9	ENSG00000012822	ENST00000550804	ENSMUSG00000023055	7.9536810740624	4.56940541651506	0.175282369041096	0.487831358312192	TRUE	TRUE	1
UBR7	A3KMX6	ENSG00000012963	ENST00000013070	ENSMUSG00000041712	1.70240264763032	-3.8732055785817	0.707464225194805	0.742506987769798	TRUE	TRUE	1
MAP4K5	A0A3Q1M9L7	ENSG00000012983	ENST00000682126	ENSMUSG00000034761	-0.994271414950126	-1.92475225931012	-0.490048683694444	-0.0518383683087165	TRUE	TRUE	1
EHD3	A5D7E1	ENSG00000013016	ENST00000322054	ENSMUSG00000024065	-0.127102302750005	0.305943304704673	-0.177347341421053	0.237313933926067	TRUE	TRUE	1
PSMC4	Q3T030	ENSG00000013275	ENST00000157812	ENSMUSG00000030603	5.39227251599255	2.71092518705077	1.12106239920513	1.01691708627626	TRUE	TRUE	1
LOC532207	G5E5M8	ENSG00000013288	ENST00000285599	ENSMUSG00000029119	7.25320612130466	6.88108093796351	-0.0606181750547945	0.222582736788659	TRUE	TRUE	1
SLC25A39	Q17QI7	ENSG00000013306	ENST00000377095	ENSMUSG00000018677	14.8717564906976	6.6324651110063	-0.436160812363636	-0.544526174928802	TRUE	TRUE	1
MVP	Q3SYU9	ENSG00000013364	ENST00000357402	ENSMUSG00000030681	4.73593465039604	6.38246054422098	0.369053382112676	0.525284492982336	TRUE	TRUE	1
NUB1	F6QQ96	ENSG00000013374	ENST00000568733	ENSMUSG00000028954	3.53562205653779	0.538854863165274	0.682936014089744	0.576965926178151	TRUE	TRUE	1
PGM3	A0A3Q1LUV2	ENSG00000013375	ENST00000513973	ENSMUSG00000056131	1.06824152949659	1.89206035438435	0.771783213773333	0.571780206832459	TRUE	TRUE	1
RWDD2A	A0AAA9SFY5	ENSG00000013392	ENST00000369724	ENSMUSG00000041079	-8.40878807033441	-2.71265815389586	0.193494131708333	0.455161323475607	TRUE	TRUE	1
CLK1	F1N596	ENSG00000013441	ENST00000321356	ENSMUSG00000026034	-11.3828136755653	-10.2706541472138	-0.288662224526316	-0.0987728499856131	TRUE	TRUE	1
POLR3B	A0AAA9SYI8	ENSG00000013503	ENST00000228347	ENSMUSG00000027395	-4.38672692959477	-2.33293365942085	0.213486161013699	0.287441355128515	TRUE	TRUE	1
ANGEL1	E1B8C9	ENSG00000013523	ENST00000251089	ENSMUSG00000021257	1.74154870896581	0.871995760869902	-0.0477006987027027	0.160956658483952	TRUE	TRUE	1
RNF14	A2VDU5	ENSG00000013561	ENST00000394520	ENSMUSG00000060450	0.0127748621707956	1.23456676832246	-0.099215345	0.11567551344124	TRUE	TRUE	1
GPRC5A	F1N6N2	ENSG00000013588	ENST00000014914	ENSMUSG00000046733	-3.8979000843997	-7.191943076319	1.38906827382143	1.21409480220326	TRUE	TRUE	1
UFL1	A1A4I9	ENSG00000014123	ENST00000369278	ENSMUSG00000040359	-0.677024057649175	1.40480479773005	0.685733576894737	0.546427981997288	TRUE	TRUE	1
ZC3H3	F1MXR8	ENSG00000014164	ENST00000262577	ENSMUSG00000075600	-3.43869232201749	-1.94961013938975	-0.0362619684189189	-0.0321612373970005	TRUE	TRUE	1
CAPN1	Q27970	ENSG00000014216	ENST00000279247	ENSMUSG00000024942	8.69448205986417	6.25472340521246	0.793988758153846	0.597515734657229	TRUE	TRUE	1
SLC30A9	F1MDV2	ENSG00000014824	ENST00000264451	ENSMUSG00000029221	5.74897616956177	2.01265659362722	-0.290507912438356	-0.614772413935811	TRUE	TRUE	1
COX15	Q08DG6	ENSG00000014919	ENST00000016171	ENSMUSG00000040018	5.38713155449481	0.416716339651909	0.798511868547945	0.663721778889762	TRUE	TRUE	1
YAF2	A0ABI0NUV3	ENSG00000015153	ENST00000534854	ENSMUSG00000022634	-1.30690914461433	-0.727104810205671	0.74007762225	0.0415358086294875	TRUE	TRUE	1
ZMYND11	A0A3Q1LJL9	ENSG00000015171	ENST00000381604	ENSMUSG00000021156	0.0476926928799629	1.81506742079039	0.0210753884383562	-0.188846884132689	TRUE	TRUE	1
BID	F6QP63	ENSG00000015475	ENST00000622694	ENSMUSG00000004446	5.62958310154008	-3.09663897118236	0.655590801727273	0.75938461832168	TRUE	TRUE	1
NUDCD3	Q24K01	ENSG00000015676	ENST00000355451	ENSMUSG00000053838	0.996665511294335	2.49227264668319	0.770043267381579	0.635999289835981	TRUE	TRUE	1
CHDH	A0AAA9RYA7	ENSG00000016391	ENST00000315251	ENSMUSG00000015970	-0.252849335883377	-0.900415632190937	-0.11324809942	0.597122495192219	TRUE	TRUE	1
GLT8D1	A0AAA9SJF6	ENSG00000016864	ENST00000266014	ENSMUSG00000021916	1.08811689460436	1.97393232227867	0.175247287789474	0.0251031247828645	TRUE	TRUE	1
ATP2C1	A0A452DIG3	ENSG00000017260	ENST00000510168	ENSMUSG00000032570	4.69307019192209	3.33700536371214	0.14726590193421	-0.220305834894906	TRUE	TRUE	1
RALBP1	F1MPV3	ENSG00000017797	ENST00000383432	ENSMUSG00000024096	2.74194154089405	2.38940118816157	-0.314161501653333	-0.441356121207076	TRUE	TRUE	1
RUFY3	A0AAA9T5Y4	ENSG00000018189	ENST00000381006	ENSMUSG00000029291	2.25986207832469	-1.32961645757427	-0.295507837971429	0.00342567182570102	TRUE	TRUE	1
WWTR1	A0A3Q1NBB6	ENSG00000018408	ENST00000360632	ENSMUSG00000027803	-2.04946775428911	-0.238287071987838	1.01886313486957	0.506897403800538	TRUE	TRUE	1
AGPS	A0AAA9TDZ7	ENSG00000018510	ENST00000264167	ENSMUSG00000042410	2.13295612788683	1.04152827479474	0.710375280533333	0.488695854773322	TRUE	TRUE	1
STEEP1	Q3T197	ENSG00000018610	ENST00000644802	ENSMUSG00000006423	1.46794717448511	2.68261869474072	0.8475941825	0.845251788541864	TRUE	TRUE	1
PHLDB1	A0A3Q1MN58	ENSG00000019144	ENST00000600882	ENSMUSG00000048537	-0.479717587259847	-2.08692969253783	-0.291842662626866	-0.282644777594968	TRUE	TRUE	1
SNAI2	Q3MHQ4	ENSG00000019549	ENST00000020945	ENSMUSG00000022676	-13.0818550001888	-6.67914861023831	0.393263094037037	0.838252921650061	TRUE	TRUE	1
ZRANB1	A0A452DHY0	ENSG00000019995	ENST00000359653	ENSMUSG00000030967	-6.37916626344396	-4.60961135177138	-0.697706608625	-0.640125285388136	TRUE	TRUE	1
NCDN	Q2KJ97	ENSG00000020129	ENST00000373243	ENSMUSG00000028833	2.60380171553504	-1.18629913554444	0.2840491488	0.516677139669153	TRUE	TRUE	1
ZFP64	F6S1Q9	ENSG00000020256	ENST00000216923	ENSMUSG00000027551	-6.00002658253294	-3.84744810986664	-0.45234849119403	-0.562951434496999	TRUE	TRUE	1
MNAT1	Q3SX39	ENSG00000020426	ENST00000261245	ENSMUSG00000021103	0.0691805764951868	2.02072410670776	0.725257016220779	0.62595810308277	TRUE	TRUE	1
SAMD4A	A0A3Q1LJM1	ENSG00000020577	ENST00000554335	ENSMUSG00000021838	-3.71184081327231	-3.16681559515344	-0.502909709301587	-0.0744322343306998	TRUE	TRUE	1
SERPINB1	A0A3Q1LN63	ENSG00000021355	ENST00000380739	ENSMUSG00000044734	3.0597062288237	0.401864356983489	0.829457452013699	0.692250900170849	TRUE	TRUE	1
SPAST	A2VDN5	ENSG00000021574	ENST00000315285	ENSMUSG00000024068	-0.889408850488077	-1.48420551487325	0.365984825121622	-0.249277272350677	TRUE	TRUE	1
OSBPL5	A0AAA9TRB8	ENSG00000021762	ENST00000263650	ENSMUSG00000037606	0.835616109211577	-0.808928309486159	-0.20376757258209	-0.396013630427413	TRUE	TRUE	1
AQR	A0A3Q1MP16	ENSG00000021776	ENST00000156471	ENSMUSG00000039501	0.555451593585127	-5.70767794852717	0.173592388706667	-0.247219329486561	TRUE	TRUE	1
FHL1	A0AAA9S5Q9	ENSG00000022267	ENST00000370683	ENSMUSG00000023092	8.43260605705018	3.53880814509217	0.887832610269841	1.27572005709777	TRUE	TRUE	1
SLC45A4	E1BGZ7	ENSG00000022567	ENST00000517878	ENSMUSG00000079020	-3.7444018299177	-2.52132873280526	-0.521812966130435	-0.334181756427176	TRUE	TRUE	1
RNF10	Q08E13	ENSG00000022840	ENST00000325954	ENSMUSG00000041740	3.97051264753983	4.59279802492851	-1.32268114216	-1.23166645876011	TRUE	TRUE	1
ZDHHC6	Q2HJ95	ENSG00000023041	ENST00000369405	ENSMUSG00000024982	0.434610093341801	-0.732249501028653	-1.05429558714085	-0.750816499276039	TRUE	TRUE	1
GRAMD1B	A0A3Q1MXF7	ENSG00000023171	ENST00000635736	ENSMUSG00000040111	-5.69290984065907	-2.99477955633151	-0.208808838961538	0.0571593233923936	TRUE	TRUE	1
RNH1	A0AAA9SSR1	ENSG00000023191	ENST00000354420	ENSMUSG00000038650	3.95411136034283	4.0296519475316	0.93270344674359	1.09700831844442	TRUE	TRUE	1
RB1CC1	E1BH45	ENSG00000023287	ENST00000025008	ENSMUSG00000025907	0.0962213434680118	-2.74358082878027	-0.704091941520548	-0.123946735799408	TRUE	TRUE	1
ERP44	Q3T0L2	ENSG00000023318	ENST00000262455	ENSMUSG00000028343	3.97985119853218	5.45622394248155	1.22459990284615	0.839778201821252	TRUE	TRUE	1
ALAS1	A0A3Q1LRS6	ENSG00000023330	ENST00000484952	ENSMUSG00000032786	-2.27346965973417	-3.07819055290242	0.443454835415584	0.790672417879911	TRUE	TRUE	1
AKAP11	F1N388	ENSG00000023516	ENST00000025301	ENSMUSG00000022016	-0.368624409685072	-1.68053532394679	0.119274287277778	-0.0154607242870078	TRUE	TRUE	1
GLRX2	Q32L67	ENSG00000023572	ENST00000367439	ENSMUSG00000018196	0.287851815824263	2.74329260028757	1.03148922007792	0.628970965377896	TRUE	TRUE	1
SNAPC1	A6QQX2	ENSG00000023608	ENST00000216294	ENSMUSG00000021113	-4.25977199549888	-3.87475859819991	0.780639519947368	0.475519591528073	TRUE	TRUE	1
DERA	Q3T0V9	ENSG00000023697	ENST00000428559	ENSMUSG00000030225	5.63447123717802	2.98383782146271	0.44304106625	0.677187204765284	TRUE	TRUE	1
STRAP	Q5E959	ENSG00000023734	ENST00000419869	ENSMUSG00000061559	6.06239542226692	0.791368274644826	1.05584368324359	0.925122784137007	TRUE	TRUE	1
DEF6	A5PK34	ENSG00000023892	ENST00000316637	ENSMUSG00000002257	2.46771467955012	-1.18451634067103	-0.178794251527273	-0.26312823764438	TRUE	TRUE	1
PLEKHO1	A4IFK0	ENSG00000023902	ENST00000369124	ENSMUSG00000015745	-3.52691489582803	-3.03011536070097	-0.864101360910448	-0.851071135159661	TRUE	TRUE	1
GCLM	Q2T9Y6	ENSG00000023909	ENST00000370238	ENSMUSG00000028124	-1.03822810563853	-0.386906061707309	1.16826573871429	0.957680226710809	TRUE	TRUE	1
UBR2	A0AAA9SBZ8	ENSG00000024048	ENST00000372901	ENSMUSG00000023977	-2.14379549165804	-2.58711213036427	0.0911054233333333	0.475346382782976	TRUE	TRUE	1
EHD2	Q2KJ47	ENSG00000024422	ENST00000263277	ENSMUSG00000074364	4.0795117286926	3.1570509542365	1.22215655832813	1.20335978164927	TRUE	TRUE	1
DEPDC1	A0AAA9T9M4	ENSG00000024526	ENST00000456315	ENSMUSG00000021697	-1.06433957356203	-5.64204589990068	-0.187075288794118	0.401092249515819	TRUE	TRUE	1
CCDC28A	F1MJ64	ENSG00000024862	ENST00000617445	ENSMUSG00000059554	2.58937762779977	2.48085770225367	0.461794845613333	0.0830426970263217	TRUE	TRUE	1
RRAGD	A0A3Q1MVT8	ENSG00000025039	ENST00000369415	ENSMUSG00000028278	0.174836972194757	2.64160315711939	-0.834029773293103	-0.252669831141806	TRUE	TRUE	1
HSF2	A4FUA9	ENSG00000025156	ENST00000368455	ENSMUSG00000019878	-6.76203021191515	-5.70716625972552	0.48346498416	0.638507537217024	TRUE	TRUE	1
PHF20	A0AAA9S1T4	ENSG00000025293	ENST00000374012	ENSMUSG00000038116	-3.96486583843821	-4.93127709913194	-0.129381814693333	-0.131444364316169	TRUE	TRUE	1
NR1H3	Q5E9B6	ENSG00000025434	ENST00000441012	ENSMUSG00000002108	2.69078336698338	0.379634626528062	-0.849695000323944	-0.891047612181829	TRUE	TRUE	1
NCAPH2	Q3SZL8	ENSG00000025770	ENST00000420993	ENSMUSG00000008690	4.88152928219208	4.13292454836322	-0.308915641	-0.0526362173958787	TRUE	TRUE	1
TOMM34	E1BGD1	ENSG00000025772	ENST00000372813	ENSMUSG00000018322	4.74407926695447	1.17421992681369	0.845027812551282	0.933748735812599	TRUE	TRUE	1
SEC63	A0AAA9TF53	ENSG00000025796	ENST00000369002	ENSMUSG00000019802	4.19806004244356	2.33805229015497	0.715121259818182	0.484999192078544	TRUE	TRUE	1
KPNA6	Q0V7M0	ENSG00000025800	ENST00000373625	ENSMUSG00000003731	-1.34236140866084	0.496439214660019	1.17606752432051	0.981612149568246	TRUE	TRUE	1
VIM	P48616	ENSG00000026025	ENST00000544301	ENSMUSG00000026728	6.57402866050063	3.65746082440939	1.60485588168421	1.41620689546397	TRUE	TRUE	1
FAS	A5D7R0	ENSG00000026103	ENST00000652046	ENSMUSG00000024778	-3.13039111135672	0.62867780588418	0.419546856029412	0.351238290209002	TRUE	TRUE	1
CD44	A0A3Q1MDJ9	ENSG00000026508	ENST00000428726	ENSMUSG00000005087	4.17902762516719	-0.909161813517778	1.51194209194521	1.57699648752684	TRUE	TRUE	1
AGPAT4	A0AAA9S2I6	ENSG00000026652	ENST00000320285	ENSMUSG00000023827	-1.26507168787681	-1.13915361405934	0.23095499069697	0.603617302725579	TRUE	TRUE	1
PRKCH	F1MY82	ENSG00000027075	ENST00000332981	ENSMUSG00000045038	-3.35852362363732	-3.52840925503942	-0.570490968310345	-0.361770138084057	TRUE	TRUE	1
B4GALT7	D1H0P3	ENSG00000027847	ENST00000029410	ENSMUSG00000021504	2.95477765940268	-2.35190766515983	-0.46247102477027	-0.196348687484049	TRUE	TRUE	1
VRK2	A0A3Q1M2U5	ENSG00000028116	ENST00000340157	ENSMUSG00000021115	0.201313906766968	3.56802800314603	0.310050253661972	0.734885464929742	TRUE	TRUE	1
BRD9	F1N3J5	ENSG00000028310	ENST00000467963	ENSMUSG00000031660	-0.243860594835857	-1.2168827929661	-0.185504680702703	-0.147525586872187	TRUE	TRUE	1
SNX1	Q05B62	ENSG00000028528	ENST00000559844	ENSMUSG00000032382	3.20856030739622	2.53242911351938	0.582654123230769	0.523292187947686	TRUE	TRUE	1
TBPL1	Q32LB1	ENSG00000028839	ENST00000237264	ENSMUSG00000071359	-5.38576006806188	-4.03559027244813	-0.140509348581081	-0.0942037156859446	TRUE	TRUE	1
BCLAF1	F1MQU4	ENSG00000029363	ENST00000531224	ENSMUSG00000037608	0.720657192214807	-0.393918312208188	0.677085908807692	0.519943113530928	TRUE	TRUE	1
SLC39A9	F1MY37	ENSG00000029364	ENST00000336643	ENSMUSG00000048833	1.07901852606594	-1.82048511755337	0.505137065302632	0.384587608042491	TRUE	TRUE	1
TFB1M	Q2TBQ0	ENSG00000029639	ENST00000367166	ENSMUSG00000036983	-2.0393544537343	-2.00917524882448	0.3101340256	0.293178042056691	TRUE	TRUE	1
RABEP1	F1MQH8	ENSG00000029725	ENST00000537505	ENSMUSG00000020817	1.18953415302423	-0.584112543750831	-0.427559735150685	-0.492202324326763	TRUE	TRUE	1
HMGB3	A0A452DI18	ENSG00000029993	ENST00000325307	ENSMUSG00000015217	3.4868389608907	0.372385685814109	1.27934769869333	0.89549153120018	TRUE	TRUE	1
NUP160	F1MZR0	ENSG00000030066	ENST00000378460	ENSMUSG00000051329	-0.467367524220352	-1.0599882186509	0.441833520921053	0.515593890037685	TRUE	TRUE	1
BAK1	F6Q2T9	ENSG00000030110	ENST00000374467	ENSMUSG00000057789	0.105633644339955	1.16399138586739	-0.14002952736	0.292670288802685	TRUE	TRUE	1
IKZF2	A0AAA9U1V9	ENSG00000030419	ENST00000434687	ENSMUSG00000025997	-8.02950524817871	-3.76842026765853	0.167865506490909	0.363639537229561	TRUE	TRUE	1
FAM13B	G3N3C7	ENSG00000031003	ENST00000689681	ENSMUSG00000037709	-0.758955736213444	-5.09171739558009	-1.34690950951515	0.653582476301434	TRUE	TRUE	1
ARHGAP31	A0A3Q1MUB3	ENSG00000031081	ENST00000264245	ENSMUSG00000022799	-5.48729698634634	-1.02174300399483	-0.597113114769231	0.0748662325274343	TRUE	TRUE	1
CENPQ	F6RMS7	ENSG00000031691	ENST00000335783	ENSMUSG00000023919	-2.34105607704819	-1.09527092845061	0.637427378575342	0.219994369350367	TRUE	TRUE	1
SARS1	Q9GMB8	ENSG00000031698	ENST00000234677	ENSMUSG00000068739	3.53292606061296	2.415169604298	0.891798900987179	0.962275770817796	TRUE	TRUE	1
RANBP3	A0A3Q1MQ24	ENSG00000031823	ENST00000340578	ENSMUSG00000002372	-0.954677773256944	-2.57591563846535	0.411260378763158	0.562874489403013	TRUE	TRUE	1
ARID4A	E1BGK1	ENSG00000032219	ENST00000355431	ENSMUSG00000048118	-6.28624303286192	-4.8536761481695	-0.129384166957746	-0.0741198379232981	TRUE	TRUE	1
PNPLA6	F1MJZ8	ENSG00000032444	ENST00000600737	ENSMUSG00000004565	6.9453123326086	2.52353299596154	-0.403392797369863	-0.316981219166078	TRUE	TRUE	1
IFT88	E1BLX1	ENSG00000032742	ENST00000351808	ENSMUSG00000040040	0.44883399560254	3.04333605563837	-0.0743353696760563	-0.322406240838484	TRUE	TRUE	1
ZCCHC8	F1MM78	ENSG00000033030	ENST00000633063	ENSMUSG00000029427	-6.30512183638709	-4.01001247187338	0.0218707045	0.0495633432325558	TRUE	TRUE	1
CHPF2	E1B9D0	ENSG00000033100	ENST00000035307	ENSMUSG00000038181	-2.81839493126195	-1.61409483992055	-0.563038319887324	-0.596979398901195	TRUE	TRUE	1
FUT8	F1N4H9	ENSG00000033170	ENST00000673929	ENSMUSG00000021065	-0.867793331051955	-0.59114376090339	-0.374701891581081	-0.384162999327749	TRUE	TRUE	1
UBA6	F1ME38	ENSG00000033178	ENST00000322244	ENSMUSG00000035898	1.56928030160602	-0.291086231310695	0.719292435973684	0.793813370638391	TRUE	TRUE	1
GAB2	A0A3Q1M864	ENSG00000033327	ENST00000361507	ENSMUSG00000004508	-3.59942155399792	-3.40456792319997	-0.206033060617647	0.236336366138747	TRUE	TRUE	1
ATP6V0A1	A0ABI0P2B0	ENSG00000033627	ENST00000343619	ENSMUSG00000019302	3.47762449190278	2.29551064413428	0.605826250253333	0.503895973866033	TRUE	TRUE	1
SLC4A7	A0A3Q1MXN1	ENSG00000033867	ENST00000454389	ENSMUSG00000021733	-0.635007813138555	-2.88811356496739	0.281832442959459	0.405451492252511	TRUE	TRUE	1
MAP2K3	A4IFH7	ENSG00000034152	ENST00000342679	ENSMUSG00000018932	-1.25791874894628	-1.45721343844204	0.554833253467532	0.327456087415372	TRUE	TRUE	1
TMSB10	P21752	ENSG00000034510	ENST00000233143	ENSMUSG00000079523	10.1875156283541	6.49822627357355	2.85728209105128	1.83862982668657	TRUE	TRUE	1
ASTE1	A0A3Q1LUG8	ENSG00000034533	ENST00000264992	ENSMUSG00000032567	-9.33610735495306	-4.90624851237055	-0.515797036365079	-0.541230033270396	TRUE	TRUE	1
RNF19A	E1BIP5	ENSG00000034677	ENST00000341084	ENSMUSG00000022280	-7.91066034222908	-8.2310969971347	-0.29539253760274	-0.158010290967031	TRUE	TRUE	1
PEX3	A0AAA9TNH4	ENSG00000034693	ENST00000367591	ENSMUSG00000019809	2.59802380566059	-0.586749895193677	0.552979272333333	0.359705779234927	TRUE	TRUE	1
GABARAPL2	A0AAF6YQ96	ENSG00000034713	ENST00000037243	ENSMUSG00000031950	6.29819098570718	5.17274579106603	1.87278226441026	1.5664741184724	TRUE	TRUE	1
SH3YL1	Q3SZ01	ENSG00000035115	ENST00000356150	ENSMUSG00000059923	0.229522350790238	-1.3752106196048	-0.391267414865672	1.19658103998538	TRUE	TRUE	1
FAM136A	A0AAF6YT25	ENSG00000035141	ENST00000430566	ENSMUSG00000057497	4.55997151130591	-0.954800650243901	0.824715699794872	0.842160153415115	TRUE	TRUE	1
VCL	A0ABI0NJJ0	ENSG00000035403	ENST00000211998	ENSMUSG00000021823	3.85622056036037	1.64139531070817	0.810695258706667	1.14163898903383	TRUE	TRUE	1
DEPDC1B	A0AAA9T794	ENSG00000035499	ENST00000265036	ENSMUSG00000021697	3.29745585963382	-5.64204589990068	-0.112339093529412	0.401092249515819	TRUE	TRUE	1
NSMAF	F1MWY0	ENSG00000035681	ENST00000038176	ENSMUSG00000028245	-0.162625267399777	1.46033223605649	-0.658853650263889	-0.687615272327847	TRUE	TRUE	1
ADSS2	A7MBG0	ENSG00000035687	ENST00000366535	ENSMUSG00000015961	0.467683651859099	0.05409093038695	0.744171604987013	0.631326740338921	TRUE	TRUE	1
TIMP2	A0ABI0P2H3	ENSG00000035862	ENST00000262768	ENSMUSG00000017466	5.10659696197416	4.94903811057824	1.63251585689474	1.06955676472755	TRUE	TRUE	1
RFC1	A0A3Q1N5S1	ENSG00000035928	ENST00000349703	ENSMUSG00000029191	-0.797316175784753	2.80374660409819	-0.11199494924	0.0482752661959218	TRUE	TRUE	1
TBC1D23	A0AAA9SG84	ENSG00000036054	ENST00000394144	ENSMUSG00000022749	-1.31258609756811	-0.558558900878073	0.372966252373333	0.167311663496347	TRUE	TRUE	1
CUL3	E1BIN5	ENSG00000036257	ENST00000264414	ENSMUSG00000004364	-1.81844062101834	-1.69870606811192	0.513641321589744	0.287168621742645	TRUE	TRUE	1
ZZZ3	A0ABI0P3Q8	ENSG00000036549	ENST00000370801	ENSMUSG00000039068	-5.25283051836078	-3.18373854423481	-0.835550642338028	-0.804248873822104	TRUE	TRUE	1
USP2	Q2KHV7	ENSG00000036672	ENST00000260187	ENSMUSG00000032010	-8.90597242809543	-4.61862562955719	0.243573851037736	0.409461279623312	TRUE	TRUE	1
TUBG2	Q32KM1	ENSG00000037042	ENST00000251412	ENSMUSG00000035198	0.650363937031562	2.67544139580008	-0.675425489050847	0.48174766413952	TRUE	TRUE	1
NSUN2	A0AAA9SZ98	ENSG00000037474	ENST00000264670	ENSMUSG00000021595	1.00094193822297	2.84959150239227	0.581873811807692	0.433903160134829	TRUE	TRUE	1
FBXO42	E1BIU5	ENSG00000037637	ENST00000375592	ENSMUSG00000028920	-8.53703012262584	-5.6838771371377	-0.3207083312	0.110825357361671	TRUE	TRUE	1
MFAP3	F1MGZ1	ENSG00000037749	ENST00000522782	ENSMUSG00000020522	-3.59942391934388	-5.84852551967017	0.857808474815789	0.851215404986827	TRUE	TRUE	1
MRI1	A0A452DHW8	ENSG00000037757	ENST00000040663	ENSMUSG00000004788	4.25320349367192	-1.3892669863564	0.237886577662162	0.764277778578523	TRUE	TRUE	1
METTL1	A0AAF6Z3Q7	ENSG00000037897	ENST00000324871	ENSMUSG00000006732	-3.05466412659516	-0.230226294239083	0.432856737302632	0.47525994717132	TRUE	TRUE	1
AGA	F1MGY9	ENSG00000038002	ENST00000264595	ENSMUSG00000024654	6.48536456703028	1.57169171963995	0.598089808851351	0.333248326089803	TRUE	TRUE	1
PI4K2B	F1MK34	ENSG00000038210	ENST00000264864	ENSMUSG00000029186	3.06261863940785	1.41043698989294	0.0337498068243243	-0.490703588932171	TRUE	TRUE	1
BOD1L1	A0AAA9T5M5	ENSG00000038219	ENST00000040738	ENSMUSG00000061755	-2.30543420781398	-1.20809009548623	-0.0789438358055556	-0.0642527589132198	TRUE	TRUE	1
